facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
45C0001433,SUGAR LAND SURGERY CENTER LTD,"15300 SW FREEWAY, SUITE 100",SUGAR LAND,TX,77478,,(281) 274-6670,97,3,0,98,95,4,1,97,92,6,2,96,88,7,5,93,3,1179,356,30,07/01/2024,06/30/2025
45C0001434,MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,2760 BRAZOS PARKWAY,ANGLETON,TX,77515,,(979) 848-5910,98,2,0,99,95,5,0,97,92,7,1,96,87,10,3,94,,855,199,23,07/01/2024,06/30/2025
45C0001437,CENTRAL PARK SURGERY CENTER LP,411 CENTRAL PARK DR,ARLINGTON,TX,76014,,(817) 784-8300,96,3,1,98,94,5,1,96,84,13,3,95,89,8,3,95,"3,6",356,81,23,07/01/2024,06/30/2025
45C0001438,DIGESTIVE HEALTH CENTER OF NORTH RICHLAND HILLS,7640 NORTHEAST LOOP 820 SUITE 96,NORTH RICHLAND HILLS,TX,76180,,(469) 713-5052,99,1,0,100,96,3,1,97,94,5,1,97,90,6,4,94,3,1266,306,24,07/01/2024,06/30/2025
45C0001440,CHRISTS SURGERY CENTER STONE OAK,502 MADISON OAK DR SUITE 500,SAN ANTONIO,TX,78258,,(210) 499-6709,95,4,1,97,93,6,1,96,93,6,1,96,89,11,0,96,"3,6",391,69,18,07/01/2024,06/30/2025
45C0001441,COVENANT HIGH PLAINS SURGERY CENTER LLC,3610 22ND ST,LUBBOCK,TX,79410,,(806) 776-4780,97,3,0,99,94,5,1,97,93,6,1,97,90,10,0,97,3,948,204,22,07/01/2024,06/30/2025
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,96,4,0,98,92,6,2,95,88,9,3,94,83,15,2,93,,2829,349,12,07/01/2024,06/30/2025
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,95,5,0,98,91,7,2,95,84,13,3,94,81,13,6,91,,1165,129,11,07/01/2024,06/30/2025
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,97,2,1,98,94,5,1,97,90,8,2,95,88,9,3,94,3,937,131,14,07/01/2024,06/30/2025
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,96,4,0,98,91,8,1,95,85,13,2,94,84,14,2,94,,1532,198,13,07/01/2024,06/30/2025
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,97,3,0,99,92,7,1,95,89,9,2,95,87,11,2,95,,1869,275,15,07/01/2024,06/30/2025
45C0001451,SA ENDOSCOPY SURGICENTER DBA SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER NORTH,150 EAST SONTERRA BOULEVARD SUITE 110,SAN ANTONIO,TX,78258,,(210) 491-9998,98,2,0,99,94,4,2,96,94,5,1,97,93,5,2,97,3,1746,529,30,07/01/2024,06/30/2025
45C0001453,BAY AREA HOUSTON ENDOSCOPY LP,1015 MEDICAL CENTER BLVD SUITE 1200,WEBSTER,TX,77598,,(282) 338-2861,98,1,1,98,93,6,1,96,91,8,1,96,90,7,3,95,3,1328,292,22,07/01/2024,06/30/2025
45C0001457,WOODLANDS ENDOSCOPY CENTER,111 VISION PARK BLVD. STE. 160,THE WOODLANDS,TX,77384,,(936) 321-8910,99,1,0,99,96,3,1,97,97,2,1,98,95,4,1,98,3,1519,611,40,07/01/2024,06/30/2025
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,96,4,0,98,93,6,1,96,89,9,2,95,84,15,1,94,,1378,255,19,07/01/2024,06/30/2025
45C0001459,TEXAS EYE SURGERY CENTER LLC,"1872 NORWOOD DR, SUITE 100",HURST,TX,76054,,(817) 554-0203,96,4,0,98,91,8,1,95,87,10,3,94,85,12,3,94,3,3781,1018,27,07/01/2024,06/30/2025
45C0001463,PSA AMBULATORY SURGICAL CENTER OF AUSTIN,4100 DUVAL RD BUILDING 3 SUITE 100,AUSTIN,TX,78759,,(512) 836-1200,94,6,0,97,95,4,1,97,84,13,3,93,74,23,3,89,"3,6",203,58,30,07/01/2024,06/30/2025
45C0001464,MBC AMBULATORY SURGERY CENTER LP DBA MANN CATARACT SURGERY CENTER,5115 MIAN ST 1ST FLOOR,HOUSTON,TX,77002,,(713) 275-2437,97,2,1,98,90,8,2,94,86,12,2,95,85,14,1,94,"3,6",441,91,21,07/01/2024,06/30/2025
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,95,5,0,97,90,8,2,94,87,11,2,95,84,15,1,94,,1874,316,17,07/01/2024,06/30/2025
45C0001466,CALLOWAY CREEK SURGERY CENTER LP,"14300 CITY POINT DR, SUITE 100",NORTH RICHLAND HILLS,TX,76180,,(817) 548-4000,98,2,0,99,94,6,0,97,95,4,1,97,91,6,3,96,3,817,247,30,07/01/2024,06/30/2025
45C0001469,OPREX SURGERY BEAUMONT LP,390 N 11TH ST,BEAUMONT,TX,77702,,(409) 981-5500,98,1,1,99,90,8,2,94,94,6,0,98,96,4,0,99,"3,6",868,61,7,07/01/2024,06/30/2025
45C0001470,CORPUS CHRISTI ENDOSCOPY CENTER LLP,6421 SARATOGA BLVD BLDG. 105,CORPUS CHRISTI,TX,78414,,(361) 985-9600,95,5,0,98,93,5,2,95,92,7,1,96,89,9,2,95,3,730,228,31,07/01/2024,06/30/2025
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,98,2,0,99,96,3,1,97,93,6,1,97,94,5,1,98,,628,221,35,07/01/2024,06/30/2025
45C0001472,CLEBURNE SURGICAL CENTER LLP,2010 WEST KATHERINE P. RAINES SUITE 100,CLEBURNE,TX,76033,,(817) 645-0811,98,2,0,99,93,6,1,96,91,8,1,96,90,6,4,94,3,557,171,31,07/01/2024,06/30/2025
45C0001473,TARRANT COUNTY SURGERY CENTER LP,13501 MATLCOK,ARLINGTON,TX,76015,,(817) 378-9370,97,2,1,98,93,6,1,96,87,10,3,94,85,12,3,93,3,1172,286,24,07/01/2024,06/30/2025
45C0001475,KERRVILLE AMBULATORY SURGERY CENTER LLC,1001 WATER ST. STE. E100,KERRVILLE,TX,78028,,(830) 257-4417,97,3,0,98,93,5,2,96,89,9,2,95,93,7,0,98,"3,6",416,65,16,07/01/2024,06/30/2025
45C0001477,GCSA AMBULATORY SURGERY CENTER LLC,855 PROTON RD.,SAN ANTONIO,TX,78258,,(210) 614-1234,96,4,0,98,93,6,1,96,88,11,1,95,87,12,1,95,,1195,249,21,07/01/2024,06/30/2025
45C0001479,VISTA SURGERY CENTER LLC,1400 COMMON DR,EL PASO,TX,79936,,(915) 595-4375,96,2,2,97,90,6,4,93,86,9,5,93,87,11,2,95,"3,6",391,54,14,07/01/2024,06/30/2025
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,98,2,0,99,88,11,1,94,90,9,1,95,85,14,1,94,,994,184,19,07/01/2024,06/30/2025
45C0001485,LAREDO LASER AND SURGERY,5313 MCPHERSON,LAREDO,TX,78041,,(956) 568-5441,94,4,2,96,83,10,7,88,82,6,12,90,73,10,17,84,"3,6",323,50,16,07/01/2024,06/30/2025
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,98,2,0,99,94,5,1,96,93,6,1,96,89,10,1,96,,1505,209,14,07/01/2024,06/30/2025
45C0001489,KELSEY SEYBOLD CLINIC ASC SPRING,15655 CYPRESS WOODS MEDICAL DRIVE SUITE 100,HOUSTON,TX,77014,,(713) 442-3663,99,1,0,99,91,7,2,94,87,13,0,95,81,19,0,94,"3,10",450,49,11,07/01/2024,06/30/2025
45C0001492,THR STT ROCKWALL ASC LLC,3142 HORIZON RD #100,ROCKWALL,TX,75032,,(972) 772-9600,98,2,0,99,97,2,1,98,96,1,3,97,93,2,5,95,3,928,251,27,07/01/2024,06/30/2025
45C0001493,ABILENE SURGERY CENTER,5601 HEALTH CENTER DR,ABILENE,TX,79606,,(325) 690-4477,96,4,0,98,90,8,2,94,90,10,0,95,90,9,1,96,"3,6",402,75,19,07/01/2024,06/30/2025
45C0001496,LAREDO DIGESTIVE HEALTH CENTER LLC,6999 MCPHERSON STE. 219,LAREDO,TX,78041,,(956) 728-0030,96,3,1,98,89,7,4,92,89,8,3,95,86,11,3,94,3,1507,227,15,07/01/2024,06/30/2025
45C0001497,ROUND ROCK SURGERY CENTER LLC,"2000 S. MAYS, STE. 400",ROUND ROCK,TX,78664,,(512) 492-3735,95,4,1,97,92,6,2,95,83,12,5,93,87,9,4,95,"3,6",370,69,19,07/01/2024,06/30/2025
45C0001498,HEA GRAMERCY SURGERY CENTER PLLC DBA HEA SURGERY CENTER,2855 GRAMERCY ST SUITE 100,HOUSTON,TX,77025,,(832) 690-2222,92,6,2,95,89,9,2,93,77,18,5,92,79,19,2,92,"3,6",453,53,12,07/01/2024,06/30/2025
45C0001502,TEXAS HEALTH WOMENS SPECIALITY SURGERY CENTER DALLAS,8230 WALNUT HILL LANE SUITE 101,DALLAS,TX,75231,,(214) 345-6758,98,2,0,99,94,5,1,96,93,5,2,96,92,6,2,97,3,804,104,13,07/01/2024,06/30/2025
45C0001508,OPHTHALMOLOGY SURGERY CENTER OF DALLAS LLC,10740 N. CENTRAL EXPRESSWAY STE 400,DALLAS,TX,75231,,(214) 750-9288,96,4,0,98,91,6,3,94,87,10,3,94,86,11,3,94,3,740,215,29,07/01/2024,06/30/2025
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,97,3,0,98,92,6,2,95,88,10,2,95,87,12,1,95,,1008,241,24,07/01/2024,06/30/2025
45C0001510,BELTLINE SURGERY CENTER LLC,2858 N BELTLINE RD. STE. 100,SUNNYVALE,TX,75182,,(972) 203-8787,94,4,2,96,89,8,3,93,83,11,6,93,84,9,7,92,"3,6",276,78,28,07/01/2024,06/30/2025
45C0001511,LONESTAR AMBULATORY SURGICAL CENTER,2201 WESTGATE PLAZA,GRAPEVINE,TX,76051,,(817) 416-7988,97,2,1,98,87,11,2,92,88,10,2,96,88,10,2,95,"3,10",371,49,14,07/01/2024,06/30/2025
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,97,3,0,98,93,5,2,95,87,10,3,94,86,11,3,94,,1435,234,16,07/01/2024,06/30/2025
45C0001517,CEDAR PARK SURGERY CENTER,351 CYPRESS CREEK RD SUITE 102,CEDAR PARK,TX,78613,,(512) 498-9006,98,2,0,99,92,7,1,95,95,3,2,97,89,9,2,96,3,735,168,23,07/01/2024,06/30/2025
45C0001519,SOUTH TEXAS AMBULATORY SURGERY CENTER PLLC,9238 FLOYD CURL DR,SAN ANTONIO,TX,78240,,(210) 696-0500,97,3,0,98,89,9,2,93,91,7,2,96,85,13,2,94,3,545,171,31,07/01/2024,06/30/2025
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,98,2,0,99,94,5,1,96,92,7,1,96,89,10,1,96,,641,148,23,07/01/2024,06/30/2025
45C0001523,NORTH TEXAS TEAM CARE SURGERY CENTER LLC,3865 CHILDRESS AVE,MESQUITE,TX,75150,,(972) 528-6090,98,2,0,99,92,6,2,95,93,6,1,97,94,6,0,98,"3,6",464,65,14,07/01/2024,06/30/2025
45C0001528,KINGWOOD SURGERY CENTER LLC,"19502 MCKAY, SUITE 101",HUMBLE,TX,77338,,(281) 312-6900,99,1,0,99,96,4,0,98,92,7,1,96,91,8,1,96,3,612,166,27,07/01/2024,06/30/2025
45C0001529,SA ENDOSCOPY SURGICENTER DBA SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER MEDICAL CENTER,2833 BABCOCK ROAD SUITE 120,SAN ANTONIO,TX,78229,,(210) 581-9290,96,4,0,98,90,8,2,94,91,8,1,96,85,12,3,93,3,1912,536,28,07/01/2024,06/30/2025
45C0001530,HOUSTON UROLOGIC SURGICENTER LLC,"4223 RICHMOND AVENUE, SUITE 100",HOUSTON,TX,77027,,(713) 634-4433,97,3,0,98,92,7,1,96,89,9,2,95,82,15,3,93,3,959,274,29,07/01/2024,06/30/2025
45C0001531,STONE OAK SURGICENTER LLC DBA STONE OAK SURGERY CENTER,123 NORTH LOOP 1604 EAST SUITE 107,SAN ANTONIO,TX,78232,,(210) 267-1374,98,2,0,99,96,3,1,98,93,6,1,96,92,7,1,96,3,824,299,36,07/01/2024,06/30/2025
45C0001536,MEMORIAL HERMANN SURGERY CENTER KIRBY LLC,2459 SOUTH BRAESWOOD BLVD,HOUSTON,TX,77030,,(713) 529-8600,94,5,1,97,90,8,2,94,82,13,5,93,80,16,4,92,,890,203,23,07/01/2024,06/30/2025
45C0001539,PARK TEN SURGERY CENTER,15775 PARK TEN PL,HOUSTON,TX,77084,,(281) 647-2309,96,3,1,97,91,8,1,95,89,9,2,95,84,14,2,94,,1067,225,21,07/01/2024,06/30/2025
45C0001540,PEARLAND SURGERY CENTER LLC,15015 KIRBY DR SUITE 100,HOUSTON,TX,77047,,(832) 255-7500,96,3,1,98,89,9,2,93,85,12,3,93,86,11,3,94,,1685,225,13,07/01/2024,06/30/2025
45C0001541,TEXAS HEALTH SURGERY CENTER ADDISON,17980 DALLAS PARKWAY SUITE 100,DALLAS,TX,75287,,(972) 913-7717,99,1,0,100,95,3,2,97,94,6,0,97,88,9,3,94,3,623,130,21,07/01/2024,06/30/2025
45C0001543,TEXAS HEALTH SURGERY CENTER ALLIANCE,10840 TEXAS HEALTH TRAIL SUITE 100,FORT WORTH,TX,76244,,(682) 803-0904,99,1,0,100,95,4,1,97,95,5,0,97,94,5,1,97,3,576,176,31,07/01/2024,06/30/2025
45C0001544,HAYS SURGERY CENTER,135 BUNTON CREEK RD SUITE 200,KYLE,TX,78640,,(512) 504-0202,97,3,0,98,94,5,1,97,88,9,3,95,85,10,5,93,3,702,147,21,07/01/2024,06/30/2025
45C0001545,UH COLLEGE OF OPTOMETRY SURGERY CENTER DBA UHCO SURGERY CENTER,4811 CALHOUN RD SUITE 100,HOUSTON,TX,77204,,(713) 743-7141,98,2,0,99,94,4,2,96,93,4,3,96,91,4,5,95,,513,183,36,07/01/2024,06/30/2025
45C0001548,ECLIPSE SURGICARE LLC,461 WESTPARK WAY,EULESS,TX,76040,,(817) 479-0800,96,3,1,97,94,5,1,96,85,11,4,93,80,15,5,90,3,414,122,30,07/01/2024,06/30/2025
45C0001551,WILSON CREEK SURGICAL CENTER LLC DBA STONEBRIDGE SURGERY CENTER,8855 SYNERGY DR,MCKINNEY,TX,75071,,(972) 632-3800,98,2,0,99,95,4,1,97,96,2,2,97,92,6,2,96,3,430,109,25,07/01/2024,06/30/2025
45C0001552,TEXAS HEALTH CRAIG RANCH SURGERY CENTER LLC,8080 STATE HWY 121 SUITE 100,MCKINNEY,TX,75070,,(972) 521-5611,99,1,0,100,96,4,0,98,98,1,1,98,93,6,1,97,3,610,125,20,07/01/2024,06/30/2025
45C0001556,VIVERE AUSTIN SURGERY CENTER,"2200 PARK BEND DR, BLDG 3",AUSTIN,TX,78758,,(512) 730-0471,,,,,,,,,,,,,,,,,1,,,,,
45C0001559,PARIS SURGERY CENTER LLC,2905 PINEMILL RD,PARIS,TX,75460,,(903) 905-4717,,,,,,,,,,,,,,,,,1,,,,,
45C0001561,SURGCENTER OF PLANO,6101 WINDHAVEN PARKWAY SUITE 195,PLANO,TX,75093,,(469) 209-7054,98,2,0,99,92,6,2,95,90,9,1,95,84,14,2,94,,805,235,29,07/01/2024,06/30/2025
45C0001562,TEXAS HEALTH ORTHOPEDIC SURGERY CENTER,5000 LONG PRAIRIE RD SUITE 202,FLOWER MOUND,TX,75028,,(469) 240-8551,98,2,0,99,95,4,1,97,94,5,1,97,90,8,2,95,3,601,164,27,07/01/2024,06/30/2025
45C0001563,EYE SURGERY CENTER OF NORTH DALLAS,3100 E. TRINITY MILLS RD,CARROLLTON,TX,75006,,(972) 380-2020,97,3,0,99,90,9,1,94,91,7,2,96,85,13,2,94,3,670,209,31,07/01/2024,06/30/2025
45C0001566,SURGICAL EYE CENTER OF SAN ANTONIO,11601 TOEPPERVIEW RD,LIVE OAK,TX,78233,,(210) 441-7200,96,4,0,98,92,7,1,95,91,9,0,96,90,10,0,97,"3,6",688,72,11,07/01/2024,06/30/2025
45C0001567,GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO STONE CREEK,12850 TOEPPERWEIN RD,LIVE OAK,TX,78233,,(210) 614-1234,96,3,1,98,92,6,2,95,90,9,1,96,90,9,1,96,,1365,287,21,07/01/2024,06/30/2025
45C0001568,PRESTON SURGERY CENTER LLC,"7589 PRESTON RD, SUITE 100",FRISCO,TX,75034,,(214) 387-4100,95,3,2,96,93,5,2,96,89,7,4,94,85,11,4,94,"3,10",211,31,15,07/01/2024,06/30/2025
45C0001569,PSA AMBULATORY SURGERY CENTER OF KILLEEN LLC,2701 EAST STAN SCHLUETER LOOP,KILLEEN,TX,76542,,(512) 836-1200,97,2,1,98,93,6,1,96,86,14,0,95,90,10,0,97,"3,10",173,33,19,07/01/2024,06/30/2025
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,98,2,0,99,93,6,1,96,94,5,1,97,92,7,1,97,,1345,287,21,07/01/2024,06/30/2025
45C0001575,THE HEART AND VASCULAR SURGERY CENTER,"3201 UNIVERSITY DR EAST, STE. 430",BRYAN,TX,77802,,(979) 485-9922,99,1,0,100,95,4,1,97,97,2,1,98,95,4,1,98,3,387,147,38,07/01/2024,06/30/2025
45C0001578,PARK HILL SURGERY CENTER LLC,"3455 LOCKE AVE, STE. 100",FORT WORTH,TX,76107,,(817) 585-1900,97,3,0,99,93,6,1,96,90,9,1,96,86,11,3,94,3,535,157,29,07/01/2024,06/30/2025
45C0001579,TEXAS PRECISION SURGERY CENTER LLC,5721 ESPLANADE DR STE B,CORPUS CHRISTI,TX,78414,,(361) 334-1300,96,4,0,98,89,8,3,93,86,10,4,94,80,16,4,91,3,774,158,20,07/01/2024,06/30/2025
45C0001580,ADVANCED SURGERY CENTER OF SAN ANTONIO LLC,18414 US HWY 281 NORTH 114,SAN ANTONIO,TX,78259,,(210) 455-4150,98,2,0,99,94,3,3,96,92,8,0,98,91,9,0,97,"3,6",354,71,20,07/01/2024,06/30/2025
45C0001581,AUA SURGICAL CENTER LLC,8207 WEST AMMILLO BLVD,AMARILLO,TX,79124,,(806) 350-7388,99,1,0,100,94,5,1,97,94,6,0,97,89,5,6,93,"3,6",300,66,22,07/01/2024,06/30/2025
45C0001582,BEAR CREEK SURGERY CENTER LLC,100 BOURLAND RD SUITE 110,KELLER,TX,76248,,(817) 518-9130,98,2,0,99,96,3,1,98,93,5,2,96,87,11,2,95,,832,188,23,07/01/2024,06/30/2025
45C0001585,CENTER FOR SPECIALTY SURGERY OF AUSTIN,8015 SHOAL CREEK BLVD SUITE 100,AUSTIN,TX,78757,,(512) 584-8421,97,3,0,99,95,4,1,97,91,8,1,96,91,8,1,97,"3,6",517,72,14,07/01/2024,06/30/2025
45C0001586,LAKE JACKSON ENDOSCOPY CENTER,219 OAK DR SOUTH SUITE B,LAKE JACKSON,TX,77566,,(903) 701-4444,99,0,1,99,93,6,1,96,91,7,2,96,87,8,5,93,3,474,125,26,07/01/2024,06/30/2025
45C0001588,PARKSIDE SURGERY CENTER LLC,"690 S. LOOP 336 W, STE. 130",CONROE,TX,77304,,(936) 760-7660,92,7,1,96,89,7,4,92,87,6,7,91,74,15,11,87,"3,10",507,37,7,07/01/2024,06/30/2025
45C0001589,WESTGREEN SURGICAL CENTER,750 WESTGREEN BLVD SUITE 103,KATY,TX,77450,,(907) 227-4150,,,,,,,,,,,,,,,,,1,,,,,
45C0001590,ABILENE WHITE ROCK SURGERY CENTER LLC,"2401 NORTH TREADAWAY BLVD, SUITE B",ABILENE,TX,79601,,(325) 704-5400,97,2,1,98,85,8,7,89,90,7,3,96,90,2,8,92,"3,6",777,69,9,07/01/2024,06/30/2025
45C0001591,WACO CARDIOLOGY CATH LAB AND SURGERY CENTER,7125 SANGER AVE SUITE E,WACO,TX,76712,,(254) 776-0800,93,6,1,96,86,11,3,91,89,9,2,96,86,9,5,93,3,563,155,28,07/01/2024,06/30/2025
45C0001592,PARAGON LASER AND EYE SURGERY CENTER,902 WEST RANDOL MILL RD SUITE  230,ARLINGTON,TX,76012,,(817) 462-8240,98,2,0,99,93,6,1,96,93,5,2,96,90,8,2,96,3,483,153,32,07/01/2024,06/30/2025
45C0001594,VALLEY AMBULATORY SURGICAL CENTER LLC,901 NORTH JACKSON ROAD,MCALLEN,TX,78501,,(956) 878-1290,96,4,0,98,90,8,2,94,90,4,6,94,90,9,1,96,3,882,117,13,07/01/2024,06/30/2025
45C0001596,MEDICAL CITY SURGERY CENTER SOUTHLAKE LLC DBA MEDICAL CITY SURGERY CENTER,2815 WEST SOUTHLAKE BOULEVARD SUITE 100,SOUTHLAKE,TX,76092,,(817) 431-3200,98,2,0,99,97,2,1,98,93,6,1,97,95,2,3,96,3,517,124,24,07/01/2024,06/30/2025
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,98,2,0,99,95,4,1,97,93,6,1,97,90,9,1,96,,1038,201,19,07/01/2024,06/30/2025
45C0001600,WATER LEAF SURGERY CENTER LTD,5200 DAVIS LANE SUITE B100,AUSTIN,TX,78749,,(737) 802-3838,97,3,0,98,91,7,2,95,89,7,4,95,80,18,2,92,"3,6",439,69,16,07/01/2024,06/30/2025
45C0001602,CAPLAN BERKELEY LLP DBA KATY AREA SURGICAL CENTER,21502 MERCHANTS WAY SUITE C,KATY,TX,77449,,(281) 579-6777,98,2,0,99,90,8,2,94,92,7,1,97,92,7,1,96,3,937,120,13,07/01/2024,06/30/2025
45C0001603,RAIDER SURGICAL CENTER LLC,1400 E RIDGE RD STE 3,MCALLEN,TX,78503,,(956) 429-4900,96,4,0,98,86,13,1,92,89,9,2,96,87,12,1,96,"3,6",789,91,12,07/01/2024,06/30/2025
45C0001606,US CARDIO OF SA LLC,6830 HEUERMANN RD,SAN ANTONIO,TX,78256,,(210) 802-4350,,,,,,,,,,,,,,,,,1,,,,,
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR SUITE 200,SPRING,TX,77380,,(832) 823-5156,97,2,1,98,94,4,2,96,92,7,1,96,90,8,2,96,,1426,231,16,07/01/2024,06/30/2025
45C0001609,ADVANCED CARDIOVASCULAR AND SURGERY CENTER AT METHODIST WEST HOUSTON,18400 KATY FREEWAY SUITE 330,HOUSTON,TX,77094,,(281) 829-2226,98,2,0,99,88,9,3,92,96,3,1,97,95,4,1,98,"3,6",308,87,28,07/01/2024,06/30/2025
45C0001610,CCA ASC LLC,6200 WEST I40,AMARILLO,TX,79106,,(806) 354-9764,96,3,1,97,89,9,2,94,90,7,3,95,86,10,4,94,3,412,175,42,07/01/2024,06/30/2025
45C0001611,HEART OF TEXAS SURGERY CENTER DBA WACO CENTER OF SURGICAL ARTS,7003 WOODWAY DRIVE  SUITE 307,WOODWAY,TX,76712,,(254) 235-1122,95,5,0,98,84,15,1,92,95,5,0,99,95,5,0,99,"3,10",211,26,12,07/01/2024,06/30/2025
45C0001612,BEAUMONT ASC LP,755 NORTH 11TH ST P3970B,BEAUMONT,TX,77702,,(409) 924-3996,99,1,0,99,91,7,2,95,95,4,1,98,94,4,2,97,3,554,138,25,07/01/2024,06/30/2025
45C0001613,CONROE ASC LP DBA COLLEGE PARK HEART AND VASCULAR SURGERY CENTER,17183 I-45 SOUTH SUITE 360,THE WOODLANDS,TX,77385,,(936) 321-0080,95,5,0,97,90,9,1,95,93,5,2,95,86,10,4,93,"3,6",284,79,28,07/01/2024,06/30/2025
45C0001615,SARATOGA SURGICAL CENTER LLC,6214 SARATOGA BLVD BUILDING 6,CORPUS CHRISTI,TX,78414,,(361) 452-5460,99,1,0,99,94,5,1,96,90,9,1,96,89,9,2,95,3,614,184,30,07/01/2024,06/30/2025
45C0001616,BLUEBONNET SURGERY PAVILION LLC,1324 BROWN STREET SUITE 600,WAXAHACHIE,TX,75165,,(972) 937-4000,99,1,0,99,98,1,1,99,95,5,0,98,85,13,2,94,"3,6",466,68,15,07/01/2024,06/30/2025
45C0001617,COLLIN COUNTY ASC LP DBA MEDFINITY HEALTH SURGERY CENTER PLANO,5085 WEST PARK BOULEVARD SUITE 180B,PLANO,TX,75093,,(469) 609-8280,98,2,0,99,93,6,1,96,95,5,0,98,83,12,5,91,3,432,169,39,07/01/2024,06/30/2025
45C0001618,LAKEWAY AMBULATORY SURGERY CENTER LLC DBA LAKEWAY SURGERY CENTER,5329 SERENE HILLS DRIVE SUITE 100,LAKEWAY,TX,78738,,(512) 357-8220,,,,,,,,,,,,,,,,,1,,,,,
45C0001619,CHRISTUS SURGERY CENTER OLYMPIA HILLS,13525 CENTERBROOK SUITE 100,UNIVERSAL CITY,TX,78148,,(210) 499-6790,96,3,1,98,95,3,2,97,96,4,0,98,87,10,3,95,"3,10",259,42,16,07/01/2024,06/30/2025
45C0001621,AMBULATORY SURGERY CENTER AT LBJ,5550 KELLEY ST,HOUSTON,TX,77026,,(713) 556-9129,97,2,1,98,93,5,2,95,92,5,3,96,86,11,3,94,,2846,241,8,07/01/2024,06/30/2025
45C0001622,MEDICAL CITY SURGERY CENTER OF ALLEN LLC,1125 RAINTREE CIRCLE SUITE 200,ALLEN,TX,75013,,(469) 898-8400,98,2,0,99,91,8,1,95,91,7,2,96,91,6,3,95,"3,6",236,67,28,07/01/2024,06/30/2025
